,Unnamed: 0,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7954,7954,743,France,Male,30,7,77599.23,1,0,0,144407.1,0
6772,6772,539,France,Male,39,6,0.0,2,1,1,86767.48,0
9263,9263,542,France,Female,31,3,0.0,2,1,1,115217.59,0
9960,9960,795,Germany,Female,33,9,104552.72,1,1,1,120853.83,1
907,907,516,France,Female,46,1,104947.72,1,1,0,115789.25,1
2882,2882,551,France,Male,37,3,0.0,2,1,1,50578.4,0
4955,4955,775,Germany,Male,33,3,83501.66,2,1,0,128841.31,0
6872,6872,850,France,Female,27,7,43658.33,2,1,1,3025.49,0
4149,4149,623,France,Female,39,1,160903.2,1,0,0,78774.36,0
2454,2454,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1
4069,4069,646,France,Female,34,3,131283.11,1,0,0,130500.65,0
1898,1898,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
2134,2134,713,France,Male,44,1,63438.91,1,1,0,64375.4,0
1986,1986,845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0
8534,8534,671,France,Female,31,6,0.0,2,1,1,15846.42,0
3564,3564,847,France,Male,51,5,97565.74,1,0,0,144184.06,1
2259,2259,686,France,Female,41,4,129553.76,2,1,0,187599.8,0
6076,6076,687,France,Female,24,3,110495.27,1,1,0,158615.41,0
9330,9330,630,France,Male,34,9,0.0,2,1,1,114006.35,0
9455,9455,689,Spain,Female,55,4,0.0,2,1,1,58442.25,0
7992,7992,685,France,Female,40,7,0.0,2,1,0,103898.59,0
587,587,725,France,Male,44,5,0.0,1,1,1,117356.14,0
7380,7380,589,Germany,Female,41,7,92618.62,1,1,1,101178.85,0
8208,8208,711,France,Female,29,3,130181.47,2,1,0,31811.44,0
8483,8483,433,Spain,Male,34,9,152806.74,1,1,0,19687.99,0
9949,9949,850,France,Female,47,9,137301.87,1,1,0,44351.77,0
6760,6760,661,France,Male,41,5,0.0,1,0,1,88279.6,0
9917,9917,635,Germany,Male,53,8,117005.55,1,0,1,123646.57,1
1796,1796,555,France,Male,37,9,124969.13,1,1,0,60194.05,0
2868,2868,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1
6737,6737,715,Spain,Male,38,2,96798.79,2,1,1,4554.67,0
2083,2083,534,France,Male,24,1,0.0,1,1,1,169653.32,0
1284,1284,583,France,Male,59,7,127450.14,1,0,1,67552.71,0
8913,8913,496,France,Male,31,5,0.0,2,1,0,93713.13,0
5186,5186,639,France,Male,32,9,0.0,2,1,0,111340.36,0
3086,3086,716,France,Female,22,8,0.0,2,1,1,92606.98,0
6309,6309,705,France,Male,25,9,0.0,2,0,1,112331.19,0
4936,4936,580,Germany,Male,24,1,133811.78,1,1,0,17185.95,1
6804,6804,692,France,Female,30,7,0.0,2,1,1,18826.34,0
8872,8872,685,France,Male,30,2,0.0,2,1,1,140889.32,0
3344,3344,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0
8804,8804,765,France,Male,41,2,0.0,2,0,1,191215.61,0
8187,8187,603,Spain,Female,39,5,162390.52,2,1,0,54702.66,0
3662,3662,632,France,Female,28,5,118890.81,1,0,1,145157.97,0
4499,4499,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0
6745,6745,552,Spain,Male,55,3,0.0,1,1,1,40333.94,0
6208,6208,714,France,Male,34,10,0.0,2,1,1,80234.14,0
6943,6943,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0
8618,8618,656,Spain,Female,41,6,101179.23,2,1,1,35230.61,0
9567,9567,724,France,Male,29,4,0.0,1,1,0,8982.75,0
3569,3569,695,France,Female,50,8,0.0,1,1,0,126381.6,1
7533,7533,630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1
7223,7223,799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1
6551,6551,525,Spain,Female,30,5,0.0,2,0,1,149195.44,0
3397,3397,820,France,Male,33,2,132150.26,2,1,0,23067.97,0
1523,1523,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0
530,530,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0
5656,5656,663,France,Female,27,9,0.0,2,1,0,150850.29,0
5213,5213,752,Germany,Male,29,4,129514.99,1,1,1,102930.46,0
9375,9375,659,Germany,Male,48,4,123593.22,2,1,0,82469.06,1
2013,2013,705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0
6853,6853,685,France,Female,43,1,132667.17,1,1,1,41876.98,0
440,440,626,France,Female,35,3,0.0,1,0,0,80190.36,0
370,370,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
5840,5840,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0
2289,2289,644,France,Male,48,8,0.0,2,0,1,44965.54,1
7376,7376,704,France,Male,23,6,166594.78,1,1,1,155823.2,0
4117,4117,561,France,Male,37,5,0.0,2,1,0,83093.25,0
2683,2683,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0
6514,6514,563,Spain,Male,26,7,0.0,2,0,0,6139.74,0
1410,1410,523,France,Female,73,7,0.0,2,0,0,130883.9,1
5708,5708,655,France,Female,60,3,0.0,2,1,1,86981.45,0
1352,1352,535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1
8532,8532,585,France,Female,35,2,0.0,2,1,0,98621.04,1
8193,8193,592,France,Female,66,5,149950.19,1,1,1,76267.59,0
6249,6249,705,France,Female,48,0,0.0,2,0,0,149772.61,0
9143,9143,676,France,Female,34,8,100359.54,1,0,0,46038.28,0
9463,9463,664,France,Male,24,7,0.0,1,0,1,35611.35,0
2266,2266,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1
3694,3694,608,France,Female,33,4,0.0,1,1,0,79304.38,1
2848,2848,850,France,Female,41,5,0.0,2,1,1,34827.43,0
1345,1345,568,Spain,Female,26,6,0.0,2,0,0,166495.2,0
1658,1658,748,France,Male,44,2,92911.52,1,0,1,85495.24,0
9705,9705,733,Spain,Male,36,1,0.0,2,0,1,108377.82,0
9901,9901,706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0
9138,9138,578,France,Male,59,10,185966.64,1,0,0,9445.42,1
895,895,728,Germany,Male,32,5,61825.5,1,1,1,156124.93,0
9760,9760,652,France,Male,31,2,119148.55,1,0,0,149740.22,0
7297,7297,613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0
5783,5783,624,France,Male,71,7,0.0,2,1,1,108841.83,0
6718,6718,444,France,Male,34,2,144318.97,1,1,0,112668.06,0
1027,1027,737,Germany,Male,35,0,133377.8,1,0,1,64050.19,0
2947,2947,774,France,Male,36,7,103688.19,1,0,1,118971.74,0
5936,5936,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1
2297,2297,709,France,Female,40,9,131569.63,1,1,1,103970.58,0
1135,1135,733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0
136,136,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0
4238,4238,655,France,Female,39,6,94631.26,2,1,1,148948.52,0
2211,2211,717,France,Male,40,0,98241.04,1,1,0,110887.14,0
4687,4687,769,France,Male,48,2,96542.16,2,0,1,197885.72,0
8385,8385,605,France,Female,62,4,111065.93,2,0,1,125660.99,0
9797,9797,627,Spain,Male,40,10,0.0,2,1,1,194792.42,0
677,677,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1
4817,4817,640,France,Male,28,7,0.0,2,1,1,131097.9,0
2101,2101,678,Spain,Female,49,8,0.0,2,0,1,98090.69,0
6318,6318,738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1
9584,9584,563,Germany,Male,41,2,100520.92,1,1,1,19412.8,1
1792,1792,686,Spain,Male,41,7,102749.72,1,0,1,194913.86,0
832,832,732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0
3796,3796,537,France,Male,26,7,106397.75,1,0,0,103563.23,0
1313,1313,809,France,Male,38,3,0.0,2,1,1,80061.31,0
2894,2894,531,France,Male,31,3,0.0,1,1,1,42589.33,0
9365,9365,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
9822,9822,808,Germany,Male,39,3,124216.93,1,0,1,171442.36,0
6136,6136,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0
2510,2510,625,France,Female,52,2,79468.96,1,1,1,84606.03,0
9821,9821,652,Spain,Male,28,8,156823.7,2,1,0,198251.52,0
9054,9054,546,France,Female,30,5,0.0,2,0,1,198543.09,0
7512,7512,641,France,Male,50,6,153590.73,2,1,1,130910.78,0
4398,4398,743,France,Female,39,8,0.0,1,1,0,94263.44,0
4354,4354,558,Spain,Male,45,4,0.0,1,1,0,131807.14,0
1699,1699,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0
5349,5349,684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0
8727,8727,734,Germany,Female,30,7,123040.38,1,1,1,76503.06,0
1901,1901,796,Spain,Male,67,5,0.0,2,0,1,54871.02,0
8450,8450,667,Germany,Female,44,5,140406.68,2,0,1,57164.19,0
9459,9459,650,France,Female,47,9,0.0,1,1,0,187943.6,0
1923,1923,717,France,Male,36,2,148061.89,1,1,0,179128.69,1
7652,7652,704,France,Male,24,2,148197.15,2,1,0,182775.08,0
89,89,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0
6703,6703,681,Germany,Male,49,8,142946.18,1,0,0,187280.51,1
6333,6333,634,France,Male,34,8,105302.66,1,1,1,123164.97,0
9306,9306,594,France,Male,37,2,0.0,2,0,1,95864.5,0
9599,9599,749,Germany,Female,32,7,79523.13,1,0,1,157648.12,0
9075,9075,576,France,Male,40,9,0.0,2,1,0,112465.19,1
5467,5467,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0
7284,7284,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0
5067,5067,587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1
1413,1413,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
9494,9494,789,Germany,Male,43,8,119654.44,2,0,1,148412.24,1
1897,1897,673,Spain,Female,37,0,0.0,2,0,0,82351.06,0
9011,9011,775,France,Male,42,6,133970.22,2,0,1,187839.9,0
6480,6480,679,France,Female,24,6,114948.76,2,0,1,135768.25,0
9016,9016,577,Spain,Male,31,6,0.0,1,1,1,196395.25,0
9751,9751,681,France,Male,59,4,122781.51,1,0,1,140166.95,0
1907,1907,620,France,Female,67,3,0.0,2,1,1,43486.73,0
3196,3196,610,France,Male,36,4,129440.3,2,1,0,102638.35,0
5448,5448,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1
1775,1775,549,France,Female,38,8,107283.4,1,0,0,157442.75,0
9006,9006,661,Spain,Male,20,8,0.0,1,1,0,110252.53,0
3068,3068,653,France,Female,31,7,102575.04,1,1,1,11043.54,0
219,219,592,France,Male,54,8,0.0,1,1,1,28737.71,1
4344,4344,528,France,Female,26,10,102073.67,2,0,0,166799.93,0
7991,7991,427,Spain,Female,39,9,0.0,2,1,0,28368.37,0
8336,8336,786,Germany,Female,33,0,122325.58,1,0,0,34712.34,1
8999,8999,702,Spain,Female,38,9,0.0,2,1,1,158527.45,0
3726,3726,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
7927,7927,637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1
7272,7272,653,France,Female,74,0,121276.32,1,1,1,160348.31,0
9792,9792,819,Spain,Female,28,8,168253.21,1,1,1,102799.14,0
6420,6420,606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0
654,654,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0
1911,1911,595,France,Male,41,9,0.0,2,1,0,5967.09,0
6058,6058,668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1
8790,8790,416,Spain,Male,35,8,0.0,1,0,0,119712.78,0
1755,1755,533,Spain,Female,52,7,0.0,1,0,1,194113.99,1
4880,4880,751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0
8039,8039,672,France,Female,43,4,92599.55,2,1,1,167336.78,0
7350,7350,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
5268,5268,691,France,Male,28,1,0.0,2,0,0,92865.41,0
4794,4794,705,France,Female,39,5,149379.66,2,1,0,96075.55,0
6370,6370,707,France,Male,35,2,0.0,3,1,1,94148.3,0
482,482,798,France,Male,37,8,0.0,3,0,0,110783.28,0
6434,6434,628,France,Female,45,8,0.0,2,1,0,193903.06,0
9113,9113,521,Germany,Female,29,2,87212.8,1,1,1,994.86,0
9218,9218,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1
6798,6798,800,France,Male,60,6,88541.57,2,1,1,131718.12,0
6627,6627,558,France,Female,41,6,0.0,1,1,1,143585.29,1
5282,5282,822,France,Male,32,8,116358.0,1,1,0,108798.36,0
2361,2361,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0
1064,1064,723,France,Female,20,4,0.0,2,1,1,140385.33,0
3923,3923,764,France,Male,41,7,0.0,2,0,0,134878.34,0
6864,6864,593,Germany,Female,48,3,133903.12,2,1,1,85902.39,1
4666,4666,850,Germany,Female,39,5,114491.82,1,1,0,99689.48,0
5972,5972,548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1
3337,3337,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1
9716,9716,812,Germany,Male,39,5,115730.71,3,1,1,185599.34,1
3181,3181,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0
8855,8855,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0
6475,6475,497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1
2048,2048,567,France,Female,35,5,166118.45,2,1,0,127827.18,0
6782,6782,585,France,Male,55,10,106415.57,3,1,1,122960.98,1
9320,9320,636,France,Male,31,6,0.0,2,1,1,2382.61,0
6540,6540,571,Germany,Male,33,3,71843.15,1,1,0,26772.04,0
6687,6687,795,Germany,Male,38,7,125903.22,2,1,1,127068.92,0
4635,4635,619,France,Female,33,2,167733.51,2,1,1,65222.48,0
3782,3782,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1
2762,2762,719,Germany,Male,28,3,106070.29,2,1,1,183893.31,0
2617,2617,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1
7147,7147,724,Spain,Male,36,1,0.0,2,1,0,52462.25,0
7930,7930,500,Spain,Male,38,7,0.0,2,0,0,192013.23,0
4806,4806,697,France,Female,33,1,87347.7,1,1,0,172524.51,0
647,647,578,France,Male,38,7,82259.29,1,1,0,8996.97,0
2794,2794,646,France,Male,52,8,59669.43,1,0,0,172495.81,1
5210,5210,551,France,Male,35,7,129717.3,2,0,0,86937.2,0
3197,3197,599,Spain,Male,36,4,0.0,2,0,0,13210.56,0
2201,2201,600,France,Male,35,4,143744.77,2,1,0,104076.51,0
7449,7449,698,France,Female,37,2,166178.02,2,1,1,71972.95,0
5430,5430,714,France,Female,24,7,0.0,2,1,0,166335.0,0
9285,9285,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0
7819,7819,613,Spain,Male,29,0,0.0,2,0,1,133897.32,0
3738,3738,498,Germany,Female,44,2,120702.67,2,1,1,98175.74,0
6497,6497,669,France,Male,50,9,201009.64,1,1,0,158032.5,1
4718,4718,505,France,Male,26,8,112972.57,1,1,0,145011.62,0
8766,8766,649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0
2423,2423,662,France,Female,29,10,0.0,2,1,0,137508.31,0
4736,4736,638,France,Female,32,0,0.0,2,1,0,160129.99,0
6469,6469,615,France,Female,23,4,0.0,2,1,0,196476.19,0
9403,9403,638,France,Female,36,6,0.0,1,1,0,164247.51,0
74,74,519,France,Male,36,9,0.0,2,0,1,145562.4,0
6694,6694,651,Germany,Male,37,9,114453.58,1,0,1,175820.91,0
8406,8406,701,Spain,Male,26,5,83600.24,1,0,1,59195.05,0
1543,1543,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0
8896,8896,712,France,Male,34,1,0.0,2,1,1,195052.12,0
3685,3685,695,Spain,Female,39,5,0.0,2,0,0,102763.69,0
6924,6924,668,Spain,Male,43,1,147167.25,1,0,0,141679.73,0
9204,9204,646,France,Female,30,5,0.0,2,1,0,13935.32,0
6697,6697,638,France,Male,41,1,131762.94,1,1,1,47675.29,0
5518,5518,628,France,Male,39,6,0.0,2,0,0,134441.6,0
5512,5512,627,France,Male,37,2,125190.86,1,0,1,84584.69,0
2227,2227,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0
2992,2992,810,France,Female,51,5,0.0,2,0,1,184524.74,0
5192,5192,663,France,Female,39,8,0.0,2,1,1,101168.9,0
806,806,793,France,Female,33,0,0.0,1,0,0,175544.02,0
1512,1512,656,France,Male,39,10,0.0,2,1,1,98894.64,0
8932,8932,713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1
2035,2035,583,France,Female,44,8,0.0,2,1,1,27431.62,0
2493,2493,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0
8128,8128,695,Spain,Male,39,4,65521.2,1,1,1,1243.97,0
2488,2488,645,Spain,Female,21,1,0.0,2,0,0,28726.07,0
1229,1229,575,Spain,Female,31,6,0.0,2,1,1,95686.42,0
3870,3870,630,France,Male,40,8,0.0,2,1,1,42495.81,0
8085,8085,794,France,Male,33,0,0.0,2,0,0,178122.71,0
4960,4960,811,France,Male,42,10,0.0,2,1,1,3797.79,0
770,770,742,Germany,Female,36,2,129748.54,2,0,0,47271.61,1
5545,5545,609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0
5249,5249,740,France,Male,44,9,0.0,1,0,1,96528.0,1
3793,3793,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1
1896,1896,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0
6445,6445,679,France,Female,30,1,112543.42,1,1,1,179435.21,0
7600,7600,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0
2170,2170,554,France,Male,40,4,0.0,1,0,1,168780.04,0
183,183,636,France,Male,42,2,0.0,2,1,1,55470.78,0
516,516,468,France,Female,56,10,0.0,3,0,1,62256.87,1
9633,9633,669,France,Female,31,6,113000.66,1,1,0,40467.82,0
8169,8169,635,France,Male,27,3,127009.83,1,1,0,161909.95,0
3941,3941,654,France,Male,32,9,121455.65,1,1,0,190068.53,1
7386,7386,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0
2461,2461,637,France,Male,40,8,125470.81,1,1,1,174536.17,0
6978,6978,571,France,Female,47,7,0.0,2,0,0,112366.98,0
1469,1469,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1
4125,4125,692,Spain,Female,49,9,0.0,2,1,0,178342.63,0
6396,6396,684,Germany,Female,44,2,133776.86,2,0,1,49865.04,0
6797,6797,693,Germany,Male,46,2,104763.41,1,1,1,62368.33,0
2836,2836,679,France,Male,60,8,0.0,2,1,1,51380.9,0
2394,2394,543,France,Male,43,9,0.0,2,1,1,78858.07,0
8420,8420,669,Spain,Male,29,9,0.0,1,1,1,93901.61,0
9185,9185,584,France,Male,35,6,161613.94,2,1,1,148238.16,0
2296,2296,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1
4038,4038,469,Spain,Female,31,6,0.0,1,1,0,146213.75,1
5919,5919,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0
1505,1505,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1
3990,3990,708,France,Male,32,10,86614.06,2,1,1,172129.26,0
5722,5722,681,France,Male,34,3,0.0,2,0,0,55816.2,0
2742,2742,649,France,Female,41,2,125785.23,1,1,1,70523.92,0
7892,7892,648,Spain,Female,31,5,0.0,2,1,1,5199.02,0
3157,3157,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0
6744,6744,777,France,Female,30,4,0.0,2,0,1,115611.97,0
3858,3858,695,France,Male,45,9,43134.65,1,0,1,77330.35,0
9247,9247,786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0
4877,4877,737,France,Male,44,7,0.0,2,0,0,57898.58,0
8066,8066,504,Germany,Male,43,5,134740.19,2,1,0,181430.91,0
4957,4957,752,France,Male,39,3,0.0,1,1,0,188187.05,0
3673,3673,764,France,Male,24,7,98148.61,1,1,0,26843.76,0
6739,6739,509,France,Male,55,8,132387.91,2,1,1,170360.11,0
3217,3217,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0
7678,7678,645,France,Male,31,7,161171.7,2,1,0,12599.94,1
702,702,594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0
1932,1932,655,Spain,Female,56,5,0.0,2,1,1,41782.7,0
7508,7508,566,Germany,Male,54,4,118614.6,2,1,1,172601.62,0
2067,2067,744,France,Male,31,9,120718.28,1,1,1,58961.49,0
2196,2196,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1
8440,8440,663,Spain,Female,33,8,96769.04,1,1,1,36864.05,0
5570,5570,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1
7260,7260,773,France,Female,41,7,190238.93,1,1,1,57549.65,0
3938,3938,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1
5487,5487,763,France,Male,35,9,0.0,1,1,1,31372.91,0
1816,1816,531,France,Male,29,3,114590.58,1,0,0,75585.48,0
3262,3262,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1
3926,3926,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0
5752,5752,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0
6938,6938,725,France,Female,33,4,0.0,1,1,1,67879.8,0
8780,8780,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1
9820,9820,648,Germany,Female,45,5,118886.55,1,0,0,51636.7,0
1188,1188,528,France,Male,30,2,128262.72,2,1,0,50771.16,0
1178,1178,552,France,Male,49,4,0.0,1,1,1,190296.76,1
7188,7188,708,France,Female,34,4,0.0,1,1,1,62868.33,0
9939,9939,693,Spain,Female,57,9,0.0,2,1,1,135502.77,0
6774,6774,656,France,Female,48,9,0.0,2,1,1,85240.61,1
613,613,667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0
4380,4380,438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1
5779,5779,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1
6390,6390,574,Spain,Female,37,7,0.0,2,1,0,32262.28,0
3203,3203,719,France,Male,69,3,0.0,2,1,1,58320.06,0
7511,7511,757,France,Male,38,0,0.0,1,1,0,83263.06,0
6193,6193,689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0
8720,8720,711,France,Female,28,8,0.0,2,0,0,105159.89,0
1985,1985,719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1
426,426,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0
7829,7829,572,France,Female,36,8,68348.18,2,0,1,50400.32,0
5031,5031,769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1
5650,5650,616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0
5659,5659,546,France,Female,52,2,0.0,1,1,0,137332.37,1
994,994,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0
8585,8585,754,France,Female,45,6,0.0,1,1,0,73881.68,1
4384,4384,728,France,Male,37,0,0.0,2,1,1,72203.8,0
871,871,629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1
8761,8761,634,Spain,Male,63,10,0.0,2,1,0,30772.86,1
8041,8041,698,Spain,Female,50,1,0.0,4,1,0,88566.9,1
8625,8625,747,France,Male,43,1,130788.71,1,0,1,101495.0,1
5005,5005,733,France,Male,48,5,0.0,1,0,1,117830.57,0
7504,7504,654,Spain,Female,32,2,0.0,1,1,1,51972.92,1
8718,8718,589,France,Male,37,7,85146.48,2,1,0,86490.09,1
3472,3472,594,France,Male,40,9,122417.17,2,0,1,190882.69,0
2332,2332,439,France,Female,29,6,156569.43,1,1,0,180598.66,0
8186,8186,606,France,Female,39,3,0.0,2,1,0,50560.45,1
4987,4987,452,France,Female,35,7,0.0,2,1,0,164241.67,0
628,628,649,France,Male,47,1,0.0,2,1,1,145593.85,0
9678,9678,635,Spain,Male,29,2,0.0,2,0,0,117173.8,0
7499,7499,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1
4061,4061,529,Spain,Male,31,6,0.0,1,1,0,10625.91,0
4896,4896,605,France,Male,41,5,91612.91,1,1,1,28427.84,0
5365,5365,539,Spain,Male,39,2,0.0,2,1,1,48189.94,0
1517,1517,744,France,Male,54,6,93806.31,2,0,1,140068.77,0
9691,9691,765,France,Male,42,4,123311.39,2,1,1,82868.34,0
7549,7549,705,Germany,Female,44,10,106731.58,1,1,0,137419.87,1
2267,2267,425,France,Male,39,4,0.0,2,1,0,197226.32,0
2803,2803,705,Germany,Female,43,7,79974.55,1,1,1,103108.33,0
1527,1527,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0
4881,4881,579,France,Male,31,6,0.0,2,1,0,26149.25,0
6066,6066,502,France,Male,45,0,0.0,1,0,0,84663.21,0
2474,2474,739,France,Female,37,8,0.0,2,1,0,191557.1,1
4971,4971,681,Spain,Male,30,2,128393.29,1,1,1,180593.45,0
2389,2389,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0
3218,3218,663,France,Male,36,10,0.0,2,1,0,136349.55,0
9181,9181,672,France,Male,47,1,0.0,1,0,0,91574.92,0
579,579,701,France,Male,39,2,0.0,2,1,1,82526.92,0
2135,2135,736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1
4419,4419,587,Germany,Female,32,3,125445.04,2,1,1,130514.78,0
6032,6032,686,France,Male,39,4,0.0,2,1,0,155023.93,0
4811,4811,575,Spain,Female,26,7,0.0,2,1,0,112507.63,0
4491,4491,850,Germany,Male,61,3,141784.02,1,1,1,92053.75,0
3361,3361,602,Germany,Female,48,7,76595.08,2,0,0,127095.14,0
2398,2398,706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0
1108,1108,679,Germany,Male,38,7,110555.37,2,1,0,46522.68,0
388,388,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0
3144,3144,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0
4053,4053,550,Spain,Male,51,5,0.0,2,1,0,153917.41,0
798,798,683,France,Female,35,6,187530.66,2,1,1,37976.36,0
8934,8934,846,France,Female,37,6,127103.97,1,1,1,41516.44,0
6912,6912,544,France,Male,48,10,78314.63,3,1,1,103713.93,1
1248,1248,689,Spain,Female,28,3,0.0,2,1,1,192449.02,0
6483,6483,619,Germany,Male,41,3,147974.16,2,1,0,170518.83,0
3721,3721,731,France,Female,41,9,152243.57,1,1,1,88783.59,0
164,164,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1
5345,5345,806,France,Male,34,6,0.0,2,0,0,100809.99,0
683,683,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0
9495,9495,680,France,Male,33,10,183768.47,1,1,0,164119.35,0
9660,9660,550,France,Female,30,4,0.0,2,1,0,89216.29,0
2918,2918,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1
7170,7170,678,France,Male,36,0,107379.68,1,1,1,84460.18,0
3825,3825,548,Spain,Male,44,8,0.0,1,1,0,16989.77,0
2866,2866,727,France,Female,26,9,121508.28,1,1,1,146785.44,0
6277,6277,604,Spain,Female,34,3,0.0,2,1,0,38587.7,0
9271,9271,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0
473,473,785,France,Male,28,8,0.0,2,1,0,77231.27,0
5350,5350,477,France,Female,57,9,114023.64,2,1,1,71167.17,1
2925,2925,717,France,Female,76,9,138489.66,1,1,1,68400.14,0
6707,6707,607,Germany,Female,39,8,105103.33,1,1,0,104721.5,1
